Datetime (Local),Price (EUR/MWhe)
5741 ,409.92
5742 ,427.29
5743 ,441.91
5744 ,467.45
5745 ,437.62
5746 ,404.07
5747 ,440.64
5748 ,478.02
5749 ,375.7
5750 ,405.3
5751 ,419.14
5752 ,431.93
5753 ,372.2
5754 ,585.9
5755 ,685.65
5756 ,702.95
5757 ,648.2
5758 ,606.7
5759 ,590.03
5760 ,590.85
5761 ,544.14
5762 ,523.3
5763 ,521.6
5764 ,516.62
5765 ,585.98
5766 ,707.08
5767 ,769.92
5768 ,796.82
5769 ,847.68
5770 ,722.55
5771 ,785.47
5772 ,800
5773 ,765.4
5774 ,810.7
5775 ,809.3
5776 ,792.96
5777 ,817.61
5778 ,851.81
5779 ,871
5780 ,860.89
5781 ,800
5782 ,762.49
5783 ,753.09
5784 ,617.49
5785 ,595.07
5786 ,585.01
5787 ,584.96
5788 ,571.94
5789 ,612.55
5790 ,758.51
5791 ,778.06
5792 ,791.31
5793 ,766
5794 ,753.98
5795 ,757.54
5796 ,776.33
5797 ,737
5798 ,770.02
5799 ,790.27
5800 ,805.11
5801 ,786.68
5802 ,807.2
5803 ,859.45
5804 ,870
5805 ,1021.73
5806 ,755
5807 ,701.03
5808 ,576.02
5809 ,547.24
5810 ,547.24
5811 ,543.76
5812 ,541.83
5813 ,547.97
5814 ,649.99
5815 ,707.89
5816 ,720.14
5817 ,684.55
5818 ,645.6
5819 ,699.06
5820 ,669.38
5821 ,696.5
5822 ,713.2
5823 ,659.61
5824 ,645.9
5825 ,674.9
5826 ,693.08
5827 ,743.53
5828 ,759.99
5829 ,706.07
5830 ,667.21
5831 ,601.9
5832 ,571.39
5833 ,532.14
5834 ,535.86
5835 ,514.95
5836 ,494.61
5837 ,532.8
5838 ,646.44
5839 ,690.38
5840 ,719.2
5841 ,654.68
5842 ,624.42
5843 ,615.16
5844 ,680
5845 ,633.62
5846 ,647.98
5847 ,635.07
5848 ,618.23
5849 ,680.71
5850 ,759.75
5851 ,800
5852 ,775.75
5853 ,675.38
5854 ,614.3
5855 ,602.27
5856 ,456.05
5857 ,418.74
5858 ,395.35
5859 ,362.68
5860 ,391.73
5861 ,445.42
5862 ,532.06
5863 ,566.1
5864 ,582.77
5865 ,562
5866 ,529.52
5867 ,544.57
5868 ,558.84
5869 ,532.06
5870 ,541.68
5871 ,449.98
5872 ,474.87
5873 ,521.69
5874 ,563.43
5875 ,640.26
5876 ,627.36
5877 ,613.44
5878 ,557.83
5879 ,532.06
5880 ,579.54
5881 ,435.01
5882 ,395.42
5883 ,250.15
5884 ,266.48
5885 ,291.67
5886 ,275
5887 ,370.08
5888 ,403.11
5889 ,470.51
5890 ,462.65
5891 ,450.19
5892 ,451.77
5893 ,415.07
5894 ,398.84
5895 ,380.93
5896 ,310.37
5897 ,411.43
5898 ,453.63
5899 ,530
5900 ,575.66
5901 ,476.65
5902 ,476.65
5903 ,468.17
5904 ,430.39
5905 ,296.57
5906 ,286.73
5907 ,209.34
5908 ,223.93
5909 ,330.44
5910 ,211.07
5911 ,226.39
5912 ,209.95
5913 ,253.86
5914 ,170.97
5915 ,233.74
5916 ,369.32
5917 ,290.09
5918 ,320.99
5919 ,346.87
5920 ,236.37
5921 ,375
5922 ,455.47
5923 ,509.93
5924 ,509.93
5925 ,445
5926 ,409.67
5927 ,393.61
5928 ,271.98
5929 ,220
5930 ,213.08
5931 ,222.83
5932 ,239.33
5933 ,367.52
5934 ,459.9
5935 ,506.5
5936 ,519.93
5937 ,482.64
5938 ,467.91
5939 ,475.88
5940 ,457.98
5941 ,449.16
5942 ,455.57
5943 ,424.25
5944 ,466.03
5945 ,516.48
5946 ,571.1
5947 ,622.75
5948 ,575.66
5949 ,520.2
5950 ,493.7
5951 ,459.28
5952 ,522.18
5953 ,479.5
5954 ,461.15
5955 ,450.5
5956 ,348.95
5957 ,415.18
5958 ,551.4
5959 ,566.28
5960 ,571.14
5961 ,566.28
5962 ,539.95
5963 ,546.75
5964 ,531.86
5965 ,526.5
5966 ,476.12
5967 ,501.95
5968 ,505.09
5969 ,537.74
5970 ,575.8
5971 ,640.72
5972 ,597.03
5973 ,581.87
5974 ,546.19
5975 ,535.57
5976 ,415.26
5977 ,385.97
5978 ,372.85
5979 ,367.19
5980 ,389.85
5981 ,396.74
5982 ,484.68
5983 ,519.9
5984 ,524.77
5985 ,500.72
5986 ,450.65
5987 ,447.03
5988 ,450.22
5989 ,439.32
5990 ,446.76
5991 ,422.7
5992 ,450.76
5993 ,522.14
5994 ,570.53
5995 ,626.03
5996 ,599.98
5997 ,546.27
5998 ,486.22
5999 ,438.55
6000 ,441.37
6001 ,407.43
6002 ,400.07
6003 ,381.39
6004 ,379.05
6005 ,404.13
6006 ,500.55
6007 ,520
6008 ,524.06
6009 ,509.8
6010 ,483.12
6011 ,460.75
6012 ,440.07
6013 ,404.62
6014 ,403.22
6015 ,400.1
6016 ,411.29
6017 ,450.68
6018 ,504.91
6019 ,558.16
6020 ,535.93
6021 ,497
6022 ,429.88
6023 ,433.49
6024 ,300.01
6025 ,238.2
6026 ,208
6027 ,195.43
6028 ,226.87
6029 ,278.7
6030 ,375.58
6031 ,433.85
6032 ,436.1
6033 ,403.03
6034 ,353.27
6035 ,330.59
6036 ,343.32
6037 ,297.85
6038 ,298.8
6039 ,297.56
6040 ,369.07
6041 ,392.28
6042 ,435.31
6043 ,467.95
6044 ,465
6045 ,419.95
6046 ,398.29
6047 ,375.44
6048 ,400.85
6049 ,359.09
6050 ,352.09
6051 ,348.07
6052 ,348.09
6053 ,356.04
6054 ,381.3
6055 ,411.07
6056 ,427.72
6057 ,429.18
6058 ,419.9
6059 ,418.36
6060 ,399.98
6061 ,355
6062 ,348.99
6063 ,353.39
6064 ,371.98
6065 ,436.24
6066 ,469.52
6067 ,491.86
6068 ,483.98
6069 ,459.95
6070 ,443.97
6071 ,437.01
6072 ,421.45
6073 ,385.07
6074 ,385.06
6075 ,369.22
6076 ,358.54
6077 ,369.02
6078 ,379.02
6079 ,385.01
6080 ,402.13
6081 ,402.13
6082 ,388.5
6083 ,380.04
6084 ,360
6085 ,295
6086 ,251.8
6087 ,297
6088 ,343.1
6089 ,404.32
6090 ,459.99
6091 ,505.94
6092 ,517.2
6093 ,484.94
6094 ,437.99
6095 ,400
6096 ,347.09
6097 ,353.96
6098 ,353.49
6099 ,349.9
6100 ,353.39
6101 ,389.05
6102 ,458.88
6103 ,501.88
6104 ,487.58
6105 ,455.93
6106 ,405.02
6107 ,411.57
6108 ,383.34
6109 ,377.37
6110 ,370.08
6111 ,394.55
6112 ,403.27
6113 ,471.71
6114 ,515
6115 ,540.64
6116 ,516.14
6117 ,444.39
6118 ,369.69
6119 ,351.25
6120 ,345.06
6121 ,314.47
6122 ,320.49
6123 ,313.38
6124 ,325.64
6125 ,342.07
6126 ,429.24
6127 ,481.13
6128 ,501.54
6129 ,471.42
6130 ,447.31
6131 ,429.93
6132 ,508.33
6133 ,441.98
6134 ,444.23
6135 ,454.39
6136 ,493.07
6137 ,570.32
6138 ,526.5
6139 ,613
6140 ,569.81
6141 ,459.13
6142 ,437.97
6143 ,420.71
6144 ,345.08
6145 ,352.87
6146 ,343.78
6147 ,335.64
6148 ,351.31
6149 ,370.2
6150 ,449.07
6151 ,505
6152 ,554.44
6153 ,554.38
6154 ,505.76
6155 ,505.51
6156 ,481.73
6157 ,454.24
6158 ,501.68
6159 ,500.04
6160 ,469.31
6161 ,505
6162 ,536.61
6163 ,625.28
6164 ,539.8
6165 ,460.34
6166 ,421.59
6167 ,404.37
6168 ,391.63
6169 ,338.77
6170 ,317.25
6171 ,301.87
6172 ,318.52
6173 ,366.51
6174 ,450
6175 ,479.4
6176 ,500.1
6177 ,478.43
6178 ,489.72
6179 ,493.55
6180 ,483.59
6181 ,467.95
6182 ,465.05
6183 ,465.05
6184 ,477.55
6185 ,481.59
6186 ,457.8
6187 ,495.66
6188 ,475.05
6189 ,461.17
6190 ,439.9
6191 ,381.21
6192 ,434.05
6193 ,448.3
6194 ,417.76
6195 ,361.03
6196 ,360.41
6197 ,271.1
6198 ,362.72
6199 ,478.98
6200 ,528.89
6201 ,525.89
6202 ,483.72
6203 ,475.01
6204 ,465.95
6205 ,407.94
6206 ,391.96
6207 ,306.05
6208 ,229.47
6209 ,362.42
6210 ,386.62
6211 ,404.94
6212 ,405.01
6213 ,378.99
6214 ,302.09
6215 ,386.61
6216 ,235.17
6217 ,236.33
6218 ,224.99
6219 ,192.05
6220 ,163.02
6221 ,162.05
6222 ,202.35
6223 ,292.07
6224 ,238.04
6225 ,288.62
6226 ,170.81
6227 ,208.68
6228 ,259.51
6229 ,288.17
6230 ,157.89
6231 ,155.84
6232 ,122.72
6233 ,237.07
6234 ,224.47
6235 ,315.69
6236 ,342.94
6237 ,259.41
6238 ,228.06
6239 ,214.66
6240 ,269.93
6241 ,239.07
6242 ,253.81
6243 ,199.85
6244 ,138.53
6245 ,187.91
6246 ,197.14
6247 ,157.46
6248 ,187.51
6249 ,241.81
6250 ,226.8
6251 ,162.56
6252 ,141.28
6253 ,85.7
6254 ,84.92
6255 ,61.01
6256 ,84.58
6257 ,158.58
6258 ,241.2
6259 ,295.25
6260 ,345.1
6261 ,289.55
6262 ,295.27
6263 ,253.97
6264 ,180.97
6265 ,157
6266 ,222.96
6267 ,196.9
6268 ,160.02
6269 ,212.1
6270 ,348.6
6271 ,402
6272 ,415.38
6273 ,367.92
6274 ,328.36
6275 ,355.16
6276 ,336.74
6277 ,326.5
6278 ,331.59
6279 ,329.16
6280 ,270.3
6281 ,350
6282 ,407.43
6283 ,442.05
6284 ,420.05
6285 ,375
6286 ,342.68
6287 ,296.69
6288 ,261.77
6289 ,260.1
6290 ,281.59
6291 ,262.47
6292 ,260.1
6293 ,278.3
6294 ,375
6295 ,433
6296 ,464.9
6297 ,457.98
6298 ,387.2
6299 ,372.88
6300 ,346.63
6301 ,346.56
6302 ,346.56
6303 ,346.56
6304 ,371.83
6305 ,414.99
6306 ,469.05
6307 ,580.61
6308 ,567.73
6309 ,429.9
6310 ,388.2
6311 ,360
6312 ,310.3
6313 ,299.58
6314 ,299.54
6315 ,299.58
6316 ,297.28
6317 ,332.18
6318 ,403.24
6319 ,534.75
6320 ,515.85
6321 ,424.84
6322 ,375.88
6323 ,358.99
6324 ,356.99
6325 ,319.86
6326 ,300.14
6327 ,318.15
6328 ,350.11
6329 ,389.45
6330 ,470
6331 ,574.51
6332 ,490.53
6333 ,403.66
6334 ,370
6335 ,349.39
6336 ,373.07
6337 ,339.41
6338 ,330.08
6339 ,310.94
6340 ,322.2
6341 ,360
6342 ,435.1
6343 ,536.03
6344 ,511.74
6345 ,448.37
6346 ,392.44
6347 ,410
6348 ,355.17
6349 ,357.66
6350 ,368.35
6351 ,354.32
6352 ,379.84
6353 ,437.74
6354 ,489.09
6355 ,600
6356 ,510
6357 ,418.38
6358 ,396.34
6359 ,378.69
6360 ,352.56
6361 ,332.87
6362 ,312.58
6363 ,300.48
6364 ,303.12
6365 ,324.57
6366 ,410.66
6367 ,462.75
6368 ,473.61
6369 ,467.5
6370 ,406.83
6371 ,401.99
6372 ,400.07
6373 ,397.28
6374 ,397.28
6375 ,406.12
6376 ,411.23
6377 ,422.09
6378 ,460.13
6379 ,485.37
6380 ,450.76
6381 ,406.61
6382 ,396.02
6383 ,397.19
6384 ,377.94
6385 ,344.12
6386 ,312.03
6387 ,307.23
6388 ,306.29
6389 ,317.26
6390 ,347.99
6391 ,373.81
6392 ,371.99
6393 ,375.5
6394 ,369.93
6395 ,363.49
6396 ,347.96
6397 ,298.29
6398 ,299
6399 ,317.11
6400 ,357
6401 ,374.54
6402 ,410.63
6403 ,440.78
6404 ,413.39
6405 ,372.96
6406 ,362.73
6407 ,314.97
6408 ,268.66
6409 ,230
6410 ,215.24
6411 ,215.16
6412 ,194.4
6413 ,197.6
6414 ,228.14
6415 ,239.9
6416 ,278.74
6417 ,291.6
6418 ,261.38
6419 ,258.68
6420 ,250.16
6421 ,226.11
6422 ,205.13
6423 ,209.59
6424 ,250.39
6425 ,328.13
6426 ,380.09
6427 ,412.26
6428 ,394.11
6429 ,369.97
6430 ,348.17
6431 ,294.43
6432 ,248.77
6433 ,179.85
6434 ,161.92
6435 ,131.81
6436 ,126.43
6437 ,173.2
6438 ,327.95
6439 ,393.43
6440 ,398.3
6441 ,336.54
6442 ,315.64
6443 ,301.7
6444 ,268.96
6445 ,192.76
6446 ,227.07
6447 ,207.67
6448 ,218.23
6449 ,315.21
6450 ,390.82
6451 ,422.6
6452 ,396.58
6453 ,329.7
6454 ,325.89
6455 ,263.91
6456 ,190.95
6457 ,180.24
6458 ,169.8
6459 ,151.3
6460 ,167.35
6461 ,222.81
6462 ,379.28
6463 ,430.24
6464 ,503.47
6465 ,680
6466 ,558
6467 ,520
6468 ,386.47
6469 ,349.57
6470 ,300.55
6471 ,297.93
6472 ,316.88
6473 ,365.66
6474 ,389.26
6475 ,432.27
6476 ,408.23
6477 ,351.43
6478 ,333.69
6479 ,319.71
6480 ,306.42
6481 ,275.78
6482 ,245.94
6483 ,242.98
6484 ,273.77
6485 ,307.13
6486 ,383.17
6487 ,472.63
6488 ,500.38
6489 ,453.1
6490 ,434.76
6491 ,406.74
6492 ,383.62
6493 ,369.95
6494 ,369.95
6495 ,366.91
6496 ,384.98
6497 ,435.59
6498 ,510
6499 ,640.42
6500 ,510
6501 ,419.99
6502 ,372.61
6503 ,361.8
6504 ,351.45
6505 ,336.51
6506 ,326.14
6507 ,315.19
6508 ,320
6509 ,345.53
6510 ,440.07
6511 ,569.93
6512 ,585
6513 ,674.4
6514 ,584.6
6515 ,558.86
6516 ,535.36
6517 ,503.77
6518 ,509
6519 ,484
6520 ,426.8
6521 ,445.01
6522 ,523.19
6523 ,605
6524 ,520
6525 ,424.99
6526 ,397.03
6527 ,374.46
6528 ,349.44
6529 ,336.1
6530 ,325.03
6531 ,322.42
6532 ,324.8
6533 ,348.44
6534 ,429.99
6535 ,524
6536 ,559.91
6537 ,551.71
6538 ,421.25
6539 ,411.7
6540 ,415.44
6541 ,286.02
6542 ,263.46
6543 ,267.38
6544 ,244.96
6545 ,298.85
6546 ,357.41
6547 ,382.39
6548 ,328.49
6549 ,221.09
6550 ,201.33
6551 ,155.72
6552 ,167
6553 ,103.8
6554 ,90.56
6555 ,77.64
6556 ,50.25
6557 ,71.99
6558 ,90.56
6559 ,98.37
6560 ,128.3
6561 ,135.99
6562 ,127.71
6563 ,121.58
6564 ,100.15
6565 ,85.11
6566 ,72.72
6567 ,74.87
6568 ,81.57
6569 ,137.8
6570 ,195.05
6571 ,226.62
6572 ,218.65
6573 ,188.89
6574 ,170.25
6575 ,147.71
6576 ,185.04
6577 ,135.25
6578 ,159.94
6579 ,99.18
6580 ,125.31
6581 ,150.2
6582 ,177.7
6583 ,248.66
6584 ,154.07
6585 ,152.54
6586 ,124.83
6587 ,138.98
6588 ,138.67
6589 ,99.05
6590 ,88
6591 ,96.08
6592 ,160.04
6593 ,206.23
6594 ,288.16
6595 ,425.18
6596 ,415.88
6597 ,339.19
6598 ,327.16
6599 ,275.14
6600 ,209.93
6601 ,187
6602 ,230
6603 ,190.28
6604 ,194.29
6605 ,197.7
6606 ,360.29
6607 ,311.22
6608 ,397.36
6609 ,360.02
6610 ,276.15
6611 ,287.01
6612 ,306.02
6613 ,210.06
6614 ,288.37
6615 ,177.89
6616 ,218.95
6617 ,329.76
6618 ,391.11
6619 ,473.04
6620 ,379.85
6621 ,321.3
6622 ,318.42
6623 ,288.98
6624 ,239.08
6625 ,200.97
6626 ,218.6
6627 ,169.1
6628 ,187.69
6629 ,196.92
6630 ,329.97
6631 ,427.5
6632 ,497.39
6633 ,441.8
6634 ,343.2
6635 ,289.98
6636 ,270.19
6637 ,161.38
6638 ,223.09
6639 ,228.11
6640 ,216.89
6641 ,355.44
6642 ,381.05
6643 ,600
6644 ,374.67
6645 ,277.21
6646 ,233.13
6647 ,254.95
6648 ,217.75
6649 ,273.96
6650 ,201.17
6651 ,145.5
6652 ,128.5
6653 ,150.12
6654 ,201.46
6655 ,246.27
6656 ,267.84
6657 ,274.23
6658 ,179.2
6659 ,205.66
6660 ,210.16
6661 ,192.9
6662 ,215.97
6663 ,197.5
6664 ,170.23
6665 ,220.09
6666 ,232.42
6667 ,336.11
6668 ,283.96
6669 ,252.08
6670 ,248.84
6671 ,271.95
6672 ,203.6
6673 ,193.35
6674 ,187.12
6675 ,174.26
6676 ,183.5
6677 ,201
6678 ,253.83
6679 ,340
6680 ,400
6681 ,380
6682 ,261.78
6683 ,226.03
6684 ,252.93
6685 ,201
6686 ,201.91
6687 ,207.24
6688 ,223.9
6689 ,269.48
6690 ,351
6691 ,424.3
6692 ,349.99
6693 ,232.3
6694 ,220.76
6695 ,203.6
6696 ,228.22
6697 ,226
6698 ,182.01
6699 ,197.11
6700 ,151
6701 ,214.91
6702 ,274.28
6703 ,379.41
6704 ,386.61
6705 ,350.17
6706 ,281.43
6707 ,270.22
6708 ,255.89
6709 ,241.07
6710 ,253.86
6711 ,262.4
6712 ,266.83
6713 ,295.35
6714 ,297.21
6715 ,436.59
6716 ,303.03
6717 ,274.28
6718 ,267.99
6719 ,230.58
6720 ,187.85
6721 ,158.03
6722 ,143.08
6723 ,144.68
6724 ,147.49
6725 ,148.08
6726 ,209.38
6727 ,188.8
6728 ,181.45
6729 ,268.38
6730 ,232.98
6731 ,266.03
6732 ,273.84
6733 ,240.66
6734 ,203.38
6735 ,143.42
6736 ,165.23
6737 ,178.19
6738 ,254.01
6739 ,339.69
6740 ,296.08
6741 ,255.05
6742 ,278.05
6743 ,261.11
6744 ,216.13
6745 ,195.02
6746 ,190.83
6747 ,162.1
6748 ,141.95
6749 ,147.12
6750 ,153
6751 ,195.68
6752 ,196.7
6753 ,150.85
6754 ,116
6755 ,89.63
6756 ,138.78
6757 ,78.94
6758 ,75.48
6759 ,84.02
6760 ,135.39
6761 ,196.83
6762 ,277.9
6763 ,285.14
6764 ,230.51
6765 ,214.83
6766 ,190
6767 ,180.14
6768 ,194.71
6769 ,176.97
6770 ,148.3
6771 ,133.97
6772 ,102.84
6773 ,141.4
6774 ,198.7
6775 ,227.26
6776 ,267.35
6777 ,290.12
6778 ,247.14
6779 ,235.81
6780 ,286.5
6781 ,231.08
6782 ,156.77
6783 ,166.99
6784 ,169.1
6785 ,215.91
6786 ,255.22
6787 ,298.03
6788 ,270
6789 ,220
6790 ,200.05
6791 ,159.34
6792 ,182.04
6793 ,174.3
6794 ,174.3
6795 ,171.54
6796 ,170.8
6797 ,174.21
6798 ,262.6
6799 ,320.95
6800 ,351.03
6801 ,302.44
6802 ,272.41
6803 ,259.01
6804 ,247.63
6805 ,225.03
6806 ,217.66
6807 ,235.84
6808 ,260.64
6809 ,323.9
6810 ,443.96
6811 ,485.57
6812 ,402.94
6813 ,295.02
6814 ,262.03
6815 ,258.54
6816 ,236.57
6817 ,222.21
6818 ,208.41
6819 ,198.99
6820 ,219.9
6821 ,238.34
6822 ,302.77
6823 ,472.08
6824 ,483.88
6825 ,348.15
6826 ,283.71
6827 ,269.03
6828 ,244.37
6829 ,236
6830 ,226.63
6831 ,225.84
6832 ,241.62
6833 ,295.09
6834 ,378.4
6835 ,479.97
6836 ,341
6837 ,273.02
6838 ,244.37
6839 ,228.57
6840 ,218.66
6841 ,210
6842 ,193.8
6843 ,182.96
6844 ,195.02
6845 ,218.46
6846 ,259.97
6847 ,302.44
6848 ,335.08
6849 ,301.56
6850 ,297.91
6851 ,277.7
6852 ,262.7
6853 ,254.99
6854 ,255
6855 ,263.58
6856 ,269.54
6857 ,293.89
6858 ,319.96
6859 ,346.8
6860 ,290.1
6861 ,252.68
6862 ,227.17
6863 ,207.68
6864 ,231.32
6865 ,219.6
6866 ,212.12
6867 ,211.62
6868 ,218.92
6869 ,229.49
6870 ,272.25
6871 ,350
6872 ,412.65
6873 ,327.39
6874 ,297.26
6875 ,282.41
6876 ,262.01
6877 ,238.37
6878 ,221.42
6879 ,242.69
6880 ,258.6
6881 ,274
6882 ,290
6883 ,301.12
6884 ,266.99
6885 ,217.94
6886 ,220.03
6887 ,193
6888 ,191.76
6889 ,174
6890 ,163.8
6891 ,144.74
6892 ,139.9
6893 ,133.36
6894 ,147.49
6895 ,161.17
6896 ,187.02
6897 ,199.33
6898 ,185.09
6899 ,160
6900 ,144.91
6901 ,136.57
6902 ,118.54
6903 ,120
6904 ,136.07
6905 ,172
6906 ,193.08
6907 ,205.89
6908 ,167.76
6909 ,154.99
6910 ,145.21
6911 ,137.35
6912 ,129.08
6913 ,114.63
6914 ,112.57
6915 ,69.86
6916 ,80
6917 ,79.72
6918 ,89.53
6919 ,86.09
6920 ,107.95
6921 ,125
6922 ,114.73
6923 ,127.83
6924 ,138.77
6925 ,128.77
6926 ,126.32
6927 ,100.56
6928 ,86.78
6929 ,167.3
6930 ,198.73
6931 ,225.84
6932 ,178.02
6933 ,144.96
6934 ,140.04
6935 ,134.55
6936 ,128.31
6937 ,114.41
6938 ,105.65
6939 ,89.64
6940 ,89.64
6941 ,113.25
6942 ,139.42
6943 ,177.89
6944 ,202.21
6945 ,193.66
6946 ,205.83
6947 ,195.08
6948 ,190.12
6949 ,174.99
6950 ,181.4
6951 ,168.32
6952 ,172.55
6953 ,224.42
6954 ,267.87
6955 ,281.15
6956 ,231.96
6957 ,192.4
6958 ,196.06
6959 ,147
6960 ,141.64
6961 ,135.71
6962 ,140.35
6963 ,139.95
6964 ,147.25
6965 ,148.58
6966 ,211.07
6967 ,268.67
6968 ,286.82
6969 ,259.04
6970 ,203.5
6971 ,183.32
6972 ,167.21
6973 ,162
6974 ,177.76
6975 ,180.32
6976 ,203.65
6977 ,220.62
6978 ,249.77
6979 ,259.95
6980 ,210.84
6981 ,170.49
6982 ,162.21
6983 ,156.12
6984 ,130.99
6985 ,125.18
6986 ,121.42
6987 ,123.73
6988 ,128.28
6989 ,142.03
6990 ,159.77
6991 ,228.27
6992 ,232.85
6993 ,195.11
6994 ,166.41
6995 ,157.32
6996 ,149.45
6997 ,130.22
6998 ,142.4
6999 ,131.5
7000 ,153.05
7001 ,190.38
7002 ,220.1
7003 ,212.62
7004 ,161.83
7005 ,141.73
7006 ,140.66
7007 ,130.85
7008 ,107.61
7009 ,88.27
7010 ,77.39
7011 ,69.94
7012 ,66.74
7013 ,97
7014 ,132.8
7015 ,168.05
7016 ,195.95
7017 ,167.65
7018 ,168.2
7019 ,167.43
7020 ,160.42
7021 ,143.82
7022 ,141.05
7023 ,163.15
7024 ,155.06
7025 ,180.07
7026 ,188.25
7027 ,197.01
7028 ,172.53
7029 ,146.6
7030 ,137.1
7031 ,129.36
7032 ,131.99
7033 ,118.62
7034 ,113.36
7035 ,111.01
7036 ,84.92
7037 ,84.98
7038 ,151.94
7039 ,187.81
7040 ,203.6
7041 ,200.59
7042 ,182.1
7043 ,177.86
7044 ,162.82
7045 ,166.35
7046 ,166.28
7047 ,156.03
7048 ,153.32
7049 ,197.18
7050 ,206.63
7051 ,203.05
7052 ,172.76
7053 ,161.58
7054 ,156.87
7055 ,143.4
7056 ,143.43
7057 ,125.47
7058 ,113.94
7059 ,115
7060 ,106
7061 ,103.22
7062 ,120
7063 ,118.81
7064 ,127.28
7065 ,145.3
7066 ,139.63
7067 ,129.38
7068 ,125.88
7069 ,117.74
7070 ,110.2
7071 ,109.26
7072 ,99.25
7073 ,126.09
7074 ,179.13
7075 ,183.41
7076 ,164.64
7077 ,143
7078 ,137.01
7079 ,132.42
7080 ,110.66
7081 ,99.15
7082 ,93.54
7083 ,90
7084 ,72.41
7085 ,70.85
7086 ,64.29
7087 ,104.29
7088 ,72.52
7089 ,103.63
7090 ,96
7091 ,93.23
7092 ,83.47
7093 ,76.17
7094 ,78.31
7095 ,72.93
7096 ,86.44
7097 ,59.3
7098 ,88
7099 ,121.99
7100 ,106.81
7101 ,91.82
7102 ,84.71
7103 ,76.35
7104 ,56.21
7105 ,53.27
7106 ,41.98
7107 ,29.85
7108 ,41.83
7109 ,54.59
7110 ,68.29
7111 ,103.69
7112 ,122.1
7113 ,108.91
7114 ,114.32
7115 ,112.39
7116 ,78.38
7117 ,67.82
7118 ,68.19
7119 ,86.83
7120 ,96.5
7121 ,109.98
7122 ,136.46
7123 ,150.16
7124 ,116.95
7125 ,95.74
7126 ,96.31
7127 ,89.45
7128 ,77.48
7129 ,58.19
7130 ,62.45
7131 ,61.15
7132 ,74.52
7133 ,78.6
7134 ,88.9
7135 ,118.65
7136 ,141.11
7137 ,130.37
7138 ,110.16
7139 ,108.18
7140 ,101.55
7141 ,88.65
7142 ,88.88
7143 ,102
7144 ,115.6
7145 ,153.02
7146 ,182.09
7147 ,189.17
7148 ,153.32
7149 ,127.7
7150 ,117.45
7151 ,112.33
7152 ,94.63
7153 ,88.8
7154 ,85.9
7155 ,80.4
7156 ,81.55
7157 ,88.6
7158 ,94.26
7159 ,135.89
7160 ,145.02
7161 ,135
7162 ,128.87
7163 ,112.8
7164 ,105.16
7165 ,94.26
7166 ,94.9
7167 ,93.83
7168 ,99.39
7169 ,119.13
7170 ,173.32
7171 ,170.02
7172 ,138.02
7173 ,111.97
7174 ,99.1
7175 ,90.1
7176 ,96.63
7177 ,97.52
7178 ,97.92
7179 ,91.72
7180 ,90
7181 ,95
7182 ,110
7183 ,135
7184 ,172.32
7185 ,143.38
7186 ,128.92
7187 ,118.81
7188 ,104.67
7189 ,100.65
7190 ,106.68
7191 ,120.06
7192 ,139.73
7193 ,154.23
7194 ,169.54
7195 ,152.92
7196 ,138.3
7197 ,130.58
7198 ,124.36
7199 ,101.1
7200 ,90.31
7201 ,89.64
7202 ,88.02
7203 ,88.02
7204 ,88.6
7205 ,90.1
7206 ,111.33
7207 ,127.59
7208 ,134.76
7209 ,123.79
7210 ,119.6
7211 ,114.94
7212 ,106.13
7213 ,101.03
7214 ,100.5
7215 ,93.66
7216 ,105.25
7217 ,124.35
7218 ,133.31
7219 ,135.31
7220 ,123.31
7221 ,115.04
7222 ,105.82
7223 ,94.38
7224 ,93.85
7225 ,92.77
7226 ,90.41
7227 ,87.98
7228 ,87
7229 ,86.57
7230 ,89.33
7231 ,101.96
7232 ,115.04
7233 ,109
7234 ,95.48
7235 ,87
7236 ,84
7237 ,80.9
7238 ,83.6
7239 ,88.17
7240 ,90.55
7241 ,105.78
7242 ,131.31
7243 ,133.41
7244 ,120.08
7245 ,109.9
7246 ,103.8
7247 ,97.49
7248 ,103.2
7249 ,100.55
7250 ,100.25
7251 ,100.15
7252 ,98.41
7253 ,98.5
7254 ,98.98
7255 ,100.55
7256 ,110.27
7257 ,114
7258 ,104.38
7259 ,97.81
7260 ,100.03
7261 ,100
7262 ,100
7263 ,109.43
7264 ,124.61
7265 ,140.2
7266 ,156
7267 ,170.38
7268 ,165
7269 ,147.52
7270 ,139.08
7271 ,127
7272 ,109.26
7273 ,136.77
7274 ,119.09
7275 ,116.32
7276 ,114.6
7277 ,115.07
7278 ,124.17
7279 ,145.96
7280 ,166.56
7281 ,168
7282 ,153.3
7283 ,143.35
7284 ,141.95
7285 ,141.96
7286 ,145.96
7287 ,155
7288 ,169.15
7289 ,166.78
7290 ,180
7291 ,183.26
7292 ,168.22
7293 ,147.3
7294 ,136.78
7295 ,120.85
7296 ,101.3
7297 ,95.34
7298 ,78.12
7299 ,71.83
7300 ,55.24
7301 ,56.04
7302 ,56.95
7303 ,79.47
7304 ,84.03
7305 ,93.7
7306 ,95.92
7307 ,89.74
7308 ,82
7309 ,85.91
7310 ,80.88
7311 ,81.1
7312 ,85
7313 ,96.39
7314 ,121.73
7315 ,133.79
7316 ,134.54
7317 ,103.51
7318 ,90.87
7319 ,99.58
